1	 2.504951e+00	 6
2	 1.050480e+01	 6
3	 1.069929e+01	 6
4	 1.672134e+01	 6
9	 1.854086e+01	 6
9	 2.052469e+01	 6
9	 2.322868e+01	 6
9	 2.593275e+01	 6
5	 2.777124e+01	 6
6	 2.997138e+01	 6
1	 3.737111e+01	 33
2	 4.537108e+01	 33
3	 4.558198e+01	 33
4	 5.160430e+01	 33
9	 5.276523e+01	 33
9	 5.465505e+01	 33
9	 5.638960e+01	 33
9	 5.815594e+01	 33
5	 5.990423e+01	 33
6	 6.192100e+01	 33
1	 6.980408e+01	 32
2	 7.780401e+01	 32
3	 7.801764e+01	 32
4	 8.403723e+01	 32
9	 8.559669e+01	 32
9	 8.743853e+01	 32
9	 8.930556e+01	 32
9	 9.113282e+01	 32
5	 9.297047e+01	 32
6	 9.498723e+01	 32
1	 1.009705e+02	 15
2	 1.089703e+02	 15
3	 1.091832e+02	 15
4	 1.152035e+02	 15
9	 1.164607e+02	 15
9	 1.184048e+02	 15
9	 1.209569e+02	 15
9	 1.236448e+02	 15
5	 1.255701e+02	 15
6	 1.277702e+02	 15
1	 1.357701e+02	 9
2	 1.437700e+02	 9
3	 1.439626e+02	 9
4	 1.499865e+02	 9
9	 1.511890e+02	 9
9	 1.531968e+02	 9
9	 1.557569e+02	 9
9	 1.585248e+02	 9
5	 1.603031e+02	 9
6	 1.625201e+02	 9
1	 1.705695e+02	 27
2	 1.785694e+02	 27
3	 1.787657e+02	 27
4	 1.847860e+02	 27
9	 1.865568e+02	 27
9	 1.884129e+02	 27
9	 1.902210e+02	 27
9	 1.919376e+02	 27
5	 1.937192e+02	 27
6	 1.957359e+02	 27
1	 2.034858e+02	 26
2	 2.114857e+02	 26
3	 2.116999e+02	 26
4	 2.177190e+02	 26
9	 2.198609e+02	 26
9	 2.218288e+02	 26
9	 2.237008e+02	 26
9	 2.256129e+02	 26
5	 2.274688e+02	 26
6	 2.294855e+02	 26
1	 2.365687e+02	 2
2	 2.445686e+02	 2
3	 2.447827e+02	 2
4	 2.508019e+02	 2
9	 2.517328e+02	 2
9	 2.535698e+02	 2
9	 2.561087e+02	 2
9	 2.588128e+02	 2
5	 2.606350e+02	 2
6	 2.628520e+02	 2
1	 2.689850e+02	 20
2	 2.769849e+02	 20
3	 2.771805e+02	 20
4	 2.832015e+02	 20
9	 2.847649e+02	 20
9	 2.867327e+02	 20
9	 2.890771e+02	 20
9	 2.916689e+02	 20
5	 2.934680e+02	 20
6	 2.956514e+02	 20
1	 3.027513e+02	 24
2	 3.107511e+02	 24
3	 3.109653e+02	 24
4	 3.169845e+02	 24
9	 3.183169e+02	 24
9	 3.205807e+02	 24
9	 3.232128e+02	 24
9	 3.259968e+02	 24
5	 3.277343e+02	 24
6	 3.299345e+02	 24
1	 3.373675e+02	 30
2	 3.453674e+02	 30
3	 3.455819e+02	 30
4	 3.516006e+02	 30
9	 3.532127e+02	 30
9	 3.550369e+02	 30
9	 3.568521e+02	 30
9	 3.586354e+02	 30
5	 3.604675e+02	 30
6	 3.624840e+02	 30
1	 3.697838e+02	 3
2	 3.777837e+02	 3
3	 3.779972e+02	 3
4	 3.840169e+02	 3
9	 3.855968e+02	 3
9	 3.874186e+02	 3
9	 3.902848e+02	 3
9	 3.924367e+02	 3
5	 3.943001e+02	 3
6	 3.965004e+02	 3
1	 4.045667e+02	 16
2	 4.125666e+02	 16
3	 4.127637e+02	 16
4	 4.187831e+02	 16
9	 4.202608e+02	 16
9	 4.226688e+02	 16
9	 4.255408e+02	 16
9	 4.282129e+02	 16
5	 4.300497e+02	 16
6	 4.322499e+02	 16
1	 4.381830e+02	 28
2	 4.461833e+02	 28
3	 4.463961e+02	 28
4	 4.524161e+02	 28
9	 4.537967e+02	 28
9	 4.563408e+02	 28
9	 4.582529e+02	 28
9	 4.602369e+02	 28
5	 4.620327e+02	 28
6	 4.640493e+02	 28
1	 4.693992e+02	 12
2	 4.773992e+02	 12
3	 4.776118e+02	 12
4	 4.836324e+02	 12
9	 4.845730e+02	 12
9	 4.884768e+02	 12
9	 4.909487e+02	 12
9	 4.927833e+02	 12
5	 4.949489e+02	 12
6	 4.971492e+02	 12
1	 5.041655e+02	 34
2	 5.121654e+02	 34
3	 5.123647e+02	 34
4	 5.183820e+02	 34
9	 5.210689e+02	 34
9	 5.236529e+02	 34
9	 5.254449e+02	 34
9	 5.272498e+02	 34
5	 5.289985e+02	 34
6	 5.310152e+02	 34
1	 5.365984e+02	 21
2	 5.445983e+02	 21
3	 5.448114e+02	 21
4	 5.508316e+02	 21
9	 5.517489e+02	 21
9	 5.535995e+02	 21
9	 5.561009e+02	 21
9	 5.585250e+02	 21
5	 5.604314e+02	 21
6	 5.626484e+02	 21
1	 5.701814e+02	 1
2	 5.781812e+02	 1
3	 5.783795e+02	 1
4	 5.843980e+02	 1
9	 5.858289e+02	 1
9	 5.877488e+02	 1
9	 5.904528e+02	 1
9	 5.931488e+02	 1
5	 5.949144e+02	 1
6	 5.971146e+02	 1
10	 6.003359e+02	 0
